job_name,creation_time,distance_unit,included_speed_limits,network_name,zone_id,probe_source,map_version,date_range_id,date_range_name,date_from,date_to,time_set_id,time_set_name,time_set_days,time_set_times,segment_id,new_segment_id,street_name,frc,speed_limit,distance_m,geometry_wkt,harmonic_avg_speed,average_speed,median_speed,speed_stddev,sample_size,normalized_sample_size,average_travel_time,median_travel_time,travel_time_stddev,travel_time_ratio,p5,p10,p15,p20,p25,p30,p35,p40,p45,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202321854468,1285520202321854468,Vikas Marg,2,60,500.0,"LINESTRING(77.26785 28.62806,77.26274 28.62807)",47.1,48.4,48.4,7.1,629,0.8179,38.21,37.19,9.38,1.0,38,40,42,43,44,45,46,47,48,48,49,50,51,51,52,54,55,58,60
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202321854468,1285520202321854468,Vikas Marg,2,60,500.0,"LINESTRING(77.26785 28.62806,77.26274 28.62807)",43.5,45.3,45.8,8.4,593,0.7711,41.41,39.3,9.78,1.08,30,33,37,39,41,42,43,44,45,46,47,48,49,50,51,51,53,55,58
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202321854470,1285520202321854470,Vikas Marg,2,60,316.89,"LINESTRING(77.26274 28.62807,77.26147 28.62808,77.26118 28.62807,77.26096 28.62806,77.26067 28.62804,77.26053 28.62802,77.26039 28.62801,77.25997 28.62794,77.25978 28.62792,77.25962 28.62792,77.25951 28.62792)",42.8,45.0,45.7,9.5,631,0.8205,26.63,24.96,6.29,1.0,30,32,34,36,38,40,41,43,44,46,47,48,49,50,52,53,55,57,61
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202321854470,1285520202321854470,Vikas Marg,2,60,316.89,"LINESTRING(77.26274 28.62807,77.26147 28.62808,77.26118 28.62807,77.26096 28.62806,77.26067 28.62804,77.26053 28.62802,77.26039 28.62801,77.25997 28.62794,77.25978 28.62792,77.25962 28.62792,77.25951 28.62792)",24.0,31.5,31.3,14.4,587,0.7633,47.59,36.45,27.8,1.79,12,13,14,16,18,20,22,25,28,31,35,37,40,42,44,47,48,51,54
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202338664448,1285520202338664448,Delhi Sachivalay Marg,3,70,9.7,"LINESTRING(77.25217 28.63052,77.25207 28.63052)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202338664448,1285520202338664448,Delhi Sachivalay Marg,3,70,9.7,"LINESTRING(77.25217 28.63052,77.25207 28.63052)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202338664449,1285520202338664449,Delhi Sachivalay Marg,3,70,9.7,"LINESTRING(77.25207 28.63052,77.25217 28.63052)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202338664449,1285520202338664449,Delhi Sachivalay Marg,3,70,9.7,"LINESTRING(77.25207 28.63052,77.25217 28.63052)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202364846080,1285520202364846080,Noida Link Road,2,60,21.75,"LINESTRING(77.2755 28.62465,77.27539 28.62482)",39.7,45.2,45.2,8.5,485,0.6307,1.97,1.73,3.89,1.0,32,34,37,38,40,41,42,43,44,45,46,47,48,50,51,52,54,56,59
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202364846080,1285520202364846080,Noida Link Road,2,60,21.75,"LINESTRING(77.2755 28.62465,77.27539 28.62482)",38.6,41.7,41.8,7.4,606,0.788,2.03,1.87,2.23,1.03,30,33,35,36,37,38,39,40,41,42,43,44,45,45,47,48,50,51,54
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202373365760,1285520202373365760,Noida Link Road,2,50,278.28,"LINESTRING(77.27267 28.62701,77.2734 28.62665,77.27391 28.62641,77.2743 28.6262,77.27464 28.62598,77.27502 28.62563)",45.7,46.6,46.4,6.4,586,0.762,21.93,21.59,3.24,1.0,37,39,40,42,43,44,44,45,46,46,47,48,49,50,51,52,54,55,57
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202373365760,1285520202373365760,Noida Link Road,2,50,278.28,"LINESTRING(77.27267 28.62701,77.2734 28.62665,77.27391 28.62641,77.2743 28.6262,77.27464 28.62598,77.27502 28.62563)",40.1,42.0,42.6,8.0,644,0.8375,25.0,23.52,6.89,1.14,28,31,34,36,37,39,40,41,42,43,44,44,45,46,47,49,50,51,54
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202463117314,1285520202463117314,Vikas Marg,2,60,102.79,"LINESTRING(77.2668 28.62822,77.26785 28.62822)",47.9,49.1,48.9,7.5,231,0.3004,7.73,7.57,1.29,1.0,37,41,42,43,45,46,47,47,48,49,50,51,52,52,54,54,56,58,62
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202463117314,1285520202463117314,Vikas Marg,2,60,102.79,"LINESTRING(77.2668 28.62822,77.26785 28.62822)",45.4,47.9,48.2,9.1,210,0.2731,8.16,7.68,2.97,1.06,34,38,40,41,43,44,45,46,47,48,49,50,51,52,53,55,56,59,63
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202463117316,1285520202463117316,Vikas Marg,2,60,263.13,"LINESTRING(77.26785 28.62822,77.26814 28.62822,77.27054 28.62824)",49.6,51.4,51.5,8.9,228,0.2965,19.08,18.39,4.06,1.0,38,41,43,44,46,47,48,49,51,52,52,54,55,55,57,59,61,64,67
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202463117316,1285520202463117316,Vikas Marg,2,60,263.13,"LINESTRING(77.26785 28.62822,77.26814 28.62822,77.27054 28.62824)",44.8,49.0,48.7,10.9,205,0.2666,21.15,19.45,11.76,1.11,34,38,39,41,42,44,45,46,47,49,50,52,53,55,56,58,60,63,66
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202483892224,1285520202483892224,Mahatma Gandhi Marg,1,60,13.97,"LINESTRING(77.24669 28.62809,77.24671 28.62822)",23.1,33.0,34.2,11.3,59,0.0767,2.17,1.47,2.84,1.0,7,16,21,25,29,30,32,33,33,34,35,36,37,38,39,40,43,47,49
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202483892224,1285520202483892224,Mahatma Gandhi Marg,1,60,13.97,"LINESTRING(77.24669 28.62809,77.24671 28.62822)",19.4,31.9,34.0,15.6,74,0.0962,2.59,1.48,3.32,1.19,7,9,15,16,22,24,26,28,32,34,37,38,41,41,42,43,44,47,52
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202497097730,1285520202497097730,Noida Link Road,2,60,250.0,"LINESTRING(77.27539 28.62482,77.27506 28.62533,77.27492 28.62554,77.27478 28.62569,77.27467 28.62579,77.27451 28.62593,77.27434 28.62606,77.27418 28.62616,77.27395 28.62629,77.27368 28.62642)",50.9,52.2,52.3,7.5,241,0.3134,17.68,17.21,3.4,1.0,40,42,45,47,49,49,50,51,52,52,53,54,55,56,57,58,59,60,62
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202497097730,1285520202497097730,Noida Link Road,2,60,250.0,"LINESTRING(77.27539 28.62482,77.27506 28.62533,77.27492 28.62554,77.27478 28.62569,77.27467 28.62579,77.27451 28.62593,77.27434 28.62606,77.27418 28.62616,77.27395 28.62629,77.27368 28.62642)",49.2,50.3,51.0,6.9,311,0.4044,18.28,17.65,3.05,1.03,39,42,44,45,46,47,48,49,50,51,52,53,53,54,55,56,57,58,61
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202497097732,1285520202497097732,Noida Link Road,2,60,255.15,"LINESTRING(77.27368 28.62642,77.27364 28.62644,77.27245 28.62702,77.27229 28.62711,77.27217 28.6272,77.27206 28.62729,77.27196 28.62738,77.27184 28.62751,77.27174 28.62763,77.27162 28.62779)",58.5,60.3,60.6,8.5,238,0.3095,15.69,15.16,4.17,1.0,47,50,52,55,56,57,58,59,60,61,61,62,63,64,66,67,68,70,75
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202497097732,1285520202497097732,Noida Link Road,2,60,255.15,"LINESTRING(77.27368 28.62642,77.27364 28.62644,77.27245 28.62702,77.27229 28.62711,77.27217 28.6272,77.27206 28.62729,77.27196 28.62738,77.27184 28.62751,77.27174 28.62763,77.27162 28.62779)",57.6,58.5,58.1,7.6,317,0.4122,15.95,15.81,2.05,1.02,47,50,51,52,53,54,55,56,58,58,59,60,62,62,63,64,66,68,71
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202501128192,1285520202501128192,,3,70,10.7,"LINESTRING(77.25301 28.63364,77.2529 28.63364)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202501128192,1285520202501128192,,3,70,10.7,"LINESTRING(77.25301 28.63364,77.2529 28.63364)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202501128193,1285520202501128193,,3,70,10.7,"LINESTRING(77.2529 28.63364,77.25301 28.63364)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202501128193,1285520202501128193,,3,70,10.7,"LINESTRING(77.2529 28.63364,77.25301 28.63364)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202504470528,1285520202504470528,Mahatma Gandhi Marg,1,60,75.23,"LINESTRING(77.24671 28.62822,77.2467 28.6289)",26.3,33.2,34.9,9.0,39,0.0507,10.31,7.76,11.37,1.0,14,17,26,29,30,33,33,33,34,35,35,35,36,37,37,37,39,40,49
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202504470528,1285520202504470528,Mahatma Gandhi Marg,1,60,75.23,"LINESTRING(77.24671 28.62822,77.2467 28.6289)",26.3,31.2,32.9,10.7,47,0.0611,10.31,8.23,6.47,1.0,9,22,24,24,25,27,29,31,33,33,33,34,35,35,36,36,37,40,41
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202518003712,1285520202518003712,New Patparganj Road,3,70,24.0,"LINESTRING(77.27759 28.62894,77.27752 28.62902,77.27744 28.62911)",13.7,22.9,21.1,12.8,89,0.1157,6.33,4.09,6.85,1.0,4,6,9,10,13,16,16,18,20,21,23,25,26,28,33,36,38,43,45
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202518003712,1285520202518003712,New Patparganj Road,3,70,24.0,"LINESTRING(77.27759 28.62894,77.27752 28.62902,77.27744 28.62911)",11.2,16.8,15.7,10.1,81,0.1053,7.75,5.5,5.8,1.22,5,6,7,8,8,10,12,12,14,16,17,19,20,20,23,24,25,27,36
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202525605888,1285520202525605888,Indra Prasta Road,3,60,64.13,"LINESTRING(77.24669 28.62809,77.24631 28.62807,77.24604 28.62805)",27.4,33.7,35.1,9.7,560,0.7282,8.43,6.58,8.02,1.0,13,21,24,27,29,31,32,33,34,35,36,37,38,39,40,41,43,45,47
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202525605888,1285520202525605888,Indra Prasta Road,3,60,64.13,"LINESTRING(77.24669 28.62809,77.24631 28.62807,77.24604 28.62805)",8.0,17.0,16.5,10.4,434,0.5644,28.83,13.99,38.5,3.42,2,3,5,7,9,10,11,13,15,17,18,20,21,23,25,26,29,31,34
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202525638656,1285520202525638656,Vikas Marg,3,70,200.42,"LINESTRING(77.24968 28.62819,77.25009 28.62827,77.25026 28.62832,77.25059 28.62844,77.25091 28.62862,77.25112 28.62878,77.25143 28.62905)",26.7,27.0,24.1,4.1,2,0.0026,27.03,29.94,4.11,1.0,24,24,24,24,24,24,24,24,24,24,30,30,30,30,30,30,30,30,30
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202525638656,1285520202525638656,Vikas Marg,3,70,200.42,"LINESTRING(77.24968 28.62819,77.25009 28.62827,77.25026 28.62832,77.25059 28.62844,77.25091 28.62862,77.25112 28.62878,77.25143 28.62905)",31.6,33.7,33.4,8.8,8,0.0104,22.85,21.6,6.56,0.85,21,21,24,24,24,27,27,33,33,33,37,37,38,38,38,42,42,46,46
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202537500672,1285520202537500672,Vikas Marg,3,60,62.73,"LINESTRING(77.24965 28.6281,77.24932 28.62812,77.24917 28.62812,77.24901 28.62812)",17.1,32.7,37.5,16.8,589,0.7659,13.22,6.02,16.9,1.0,5,7,10,13,17,21,27,31,36,38,40,42,44,45,46,48,49,51,56
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202537500672,1285520202537500672,Vikas Marg,3,60,62.73,"LINESTRING(77.24965 28.6281,77.24932 28.62812,77.24917 28.62812,77.24901 28.62812)",6.9,13.2,10.4,9.3,514,0.6684,32.62,21.71,34.09,2.47,2,3,4,6,6,8,8,9,10,10,11,12,13,16,19,21,24,27,33
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202564075520,1285520202564075520,Delhi Sachivalay Marg,3,70,8.56,"LINESTRING(77.25298 28.63501,77.25298 28.63493)",48.8,52.6,38.5,19.9,2,0.0026,0.63,0.8,0.24,1.0,39,39,39,39,39,39,39,39,39,39,67,67,67,67,67,67,67,67,67
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202564075520,1285520202564075520,Delhi Sachivalay Marg,3,70,8.56,"LINESTRING(77.25298 28.63501,77.25298 28.63493)",61.0,61.0,61.0,0.0,1,0.0013,0.51,0.51,0.0,0.8,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202564075521,1285520202564075521,Delhi Sachivalay Marg,3,70,8.56,"LINESTRING(77.25298 28.63493,77.25298 28.63501)",0.0,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202564075521,1285520202564075521,Delhi Sachivalay Marg,3,70,8.56,"LINESTRING(77.25298 28.63493,77.25298 28.63501)",39.2,41.1,41.2,9.1,10,0.013,0.79,0.75,0.18,0.0,30,30,30,30,30,30,40,40,41,41,41,41,45,45,45,45,53,53,56
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,2,8:00-9:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",08:00-09:00,1285520202575904768,1285520202575904768,,3,70,36.57,"LINESTRING(77.24671 28.62822,77.24708 28.62824)",26.7,31.0,28.2,10.4,278,0.3615,4.94,4.67,2.9,1.0,18,21,22,24,25,26,26,27,28,28,30,31,32,34,37,41,44,47,51
Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202575904768,1285520202575904768,,3,70,36.57,"LINESTRING(77.24671 28.62822,77.24708 28.62824)",24.7,30.7,28.7,9.5,220,0.2861,5.34,4.59,5.96,1.08,19,22,23,24,24,25,26,26,27,29,30,31,33,36,38,40,42,44,47
